group_0,partition_0,interface_position_0,group_1,partition_1,interface_position_1,unit_type,device_group,device_group_0,device_group_1,interface_qty
13,4,0.0,3,0,147.0,0,1,1,1,63.0
13,2,0.0,18,4,105.0,0,1,1,1,63.0
13,0,21.0,46,6,0.0,0,1,1,1,21.0
14,0,0.0,19,0,105.0,0,1,1,1,84.0
16,0,21.0,29,4,0.0,0,1,1,1,21.0
16,0,42.0,54,3,0.0,0,1,1,1,63.0
17,0,21.0,29,1,0.0,0,1,1,1,21.0
17,0,42.0,53,1,0.0,0,1,1,1,42.0
17,0,84.0,10,1,0.0,0,1,1,1,42.0
18,2,105.0,31,9,0.0,0,1,1,1,42.0
18,0,0.0,58,0,1218.0,0,1,1,1,168.0
18,4,0.0,57,0,987.0,0,1,1,1,168.0
18,2,0.0,11,0,0.0,0,1,1,1,84.0
18,3,105.0,13,0,0.0,0,1,1,1,63.0
18,1,105.0,31,15,0.0,0,1,1,1,42.0
18,1,63.0,61,1,0.0,0,1,1,1,42.0
18,3,21.0,29,0,0.0,0,1,1,1,21.0
18,2,84.0,60,6,0.0,0,1,1,1,21.0
18,3,42.0,48,4,0.0,0,1,1,1,63.0
18,1,0.0,13,3,0.0,0,1,1,1,63.0
19,0,0.0,39,0,1701.0,0,1,1,1,189.0
20,0,0.0,14,0,63.0,0,1,1,1,21.0
21,0,21.0,60,8,0.0,0,1,1,1,21.0
22,0,42.0,53,0,0.0,0,1,1,1,42.0
22,1,63.0,12,0,0.0,0,1,1,1,21.0
22,1,42.0,52,2,0.0,0,1,1,1,21.0
22,0,21.0,29,29,0.0,0,1,1,1,21.0
22,1,21.0,29,26,0.0,0,1,1,1,21.0
23,0,63.0,4,3,0.0,0,1,1,1,42.0
23,0,42.0,52,4,0.0,0,1,1,1,21.0
23,0,21.0,29,3,0.0,0,1,1,1,21.0
24,0,0.0,39,0,756.0,0,1,1,1,168.0
25,0,0.0,60,2,0.0,0,1,1,1,21.0
26,0,0.0,31,4,0.0,0,1,1,1,42.0
26,1,63.0,31,5,0.0,0,1,1,1,42.0
27,0,0.0,39,0,1113.0,0,1,1,1,126.0
27,1,0.0,32,5,0.0,0,1,1,1,63.0
28,0,0.0,39,0,1407.0,0,1,1,1,147.0
29,63,0.0,31,2,21.0,0,1,1,1,21.0
29,40,0.0,43,3,42.0,0,1,1,1,21.0
29,67,0.0,32,7,42.0,0,1,1,1,21.0
29,59,0.0,51,0,105.0,0,1,1,1,21.0
29,46,0.0,18,0,126.0,0,1,1,1,21.0
29,44,0.0,3,0,42.0,0,1,1,1,21.0
29,45,0.0,50,4,42.0,0,1,1,1,21.0
29,38,0.0,31,8,21.0,0,1,1,1,21.0
29,36,0.0,50,3,84.0,0,1,1,1,21.0
29,47,0.0,31,19,0.0,0,1,1,1,21.0
29,56,0.0,19,0,21.0,0,1,1,1,21.0
29,50,0.0,31,13,21.0,0,1,1,1,21.0
29,48,0.0,47,1,0.0,0,1,1,1,21.0
29,55,0.0,13,4,21.0,0,1,1,1,21.0
29,51,0.0,50,5,42.0,0,1,1,1,21.0
29,66,0.0,48,2,21.0,0,1,1,1,21.0
29,52,0.0,31,6,21.0,0,1,1,1,21.0
29,68,0.0,61,2,21.0,0,1,1,1,21.0
29,37,0.0,43,1,42.0,0,1,1,1,21.0
29,39,0.0,47,5,0.0,0,1,1,1,21.0
29,42,0.0,48,3,21.0,0,1,1,1,21.0
29,49,0.0,31,3,0.0,0,1,1,1,21.0
29,43,0.0,37,0,126.0,0,1,1,1,21.0
29,57,0.0,59,1,105.0,0,1,1,1,21.0
30,0,0.0,26,0,0.0,0,1,1,1,105.0
31,3,0.0,49,6,0.0,0,1,1,1,42.0
31,2,0.0,49,0,42.0,0,1,1,1,42.0
31,14,0.0,29,24,0.0,0,1,1,1,21.0
31,15,0.0,29,25,0.0,0,1,1,1,21.0
31,16,0.0,27,0,0.0,0,1,1,1,42.0
31,18,0.0,58,0,1596.0,0,1,1,1,42.0
31,8,0.0,18,4,21.0,0,1,1,1,42.0
31,19,0.0,24,0,105.0,0,1,1,1,42.0
31,12,0.0,29,27,0.0,0,1,1,1,21.0
31,13,0.0,49,3,42.0,0,1,1,1,42.0
31,6,0.0,54,2,21.0,0,1,1,1,42.0
31,9,0.0,29,28,0.0,0,1,1,1,21.0
31,10,21.0,29,34,0.0,0,1,1,1,21.0
31,17,0.0,58,0,1911.0,0,1,1,1,42.0
31,7,0.0,49,1,0.0,0,1,1,1,42.0
32,2,0.0,57,0,714.0,0,1,1,1,63.0
32,6,0.0,29,33,0.0,0,1,1,1,21.0
32,4,0.0,57,0,420.0,0,1,1,1,63.0
32,8,42.0,29,22,0.0,0,1,1,1,21.0
32,3,0.0,28,0,84.0,0,1,1,1,63.0
32,7,0.0,44,1,63.0,0,1,1,1,63.0
33,0,21.0,29,9,0.0,0,1,1,1,21.0
33,0,0.0,46,14,0.0,0,1,1,1,21.0
34,0,84.0,31,14,0.0,0,1,1,1,42.0
34,0,42.0,61,0,0.0,0,1,1,1,42.0
34,0,0.0,25,0,0.0,0,1,1,1,42.0
35,0,1953.0,45,0,0.0,0,1,1,1,147.0
35,0,9114.0,7,0,0.0,0,1,1,1,1302.0
35,0,2100.0,9,0,0.0,0,1,1,1,231.0
35,0,8001.0,1,0,0.0,0,1,1,1,1113.0
35,0,0.0,5,0,0.0,0,1,1,1,1218.0
35,0,2331.0,56,0,0.0,0,1,1,1,5670.0
35,0,1533.0,27,1,0.0,0,1,1,1,126.0
35,0,1890.0,32,0,0.0,0,1,1,1,63.0
35,0,1218.0,18,1,0.0,0,1,1,1,168.0
35,0,1386.0,50,2,0.0,0,1,1,1,147.0
36,0,84.0,21,0,0.0,0,1,1,1,42.0
36,0,42.0,53,3,0.0,0,1,1,1,42.0
36,1,42.0,47,2,0.0,0,1,1,1,42.0
36,1,0.0,10,0,0.0,0,1,1,1,42.0
36,1,84.0,29,14,0.0,0,1,1,1,21.0
36,0,21.0,29,10,0.0,0,1,1,1,21.0
37,0,0.0,57,0,0.0,0,1,1,1,168.0
38,0,0.0,37,0,0.0,0,1,1,1,63.0
39,0,63.0,62,0,0.0,0,1,1,1,63.0
39,0,21.0,29,41,0.0,0,1,1,1,21.0
39,0,42.0,52,8,0.0,0,1,1,1,21.0
39,0,126.0,23,0,0.0,0,1,1,1,105.0
39,0,231.0,42,0,0.0,0,1,1,1,231.0
39,0,462.0,55,0,0.0,0,1,1,1,483.0
40,0,63.0,4,2,0.0,0,1,1,1,42.0
40,0,105.0,16,0,0.0,0,1,1,1,105.0
40,0,21.0,29,13,0.0,0,1,1,1,21.0
40,0,42.0,52,1,0.0,0,1,1,1,21.0
41,0,42.0,52,0,0.0,0,1,1,1,21.0
41,0,189.0,40,0,0.0,0,1,1,1,210.0
41,0,63.0,4,4,0.0,0,1,1,1,42.0
41,0,105.0,22,0,0.0,0,1,1,1,84.0
41,0,21.0,29,54,0.0,0,1,1,1,21.0
42,0,21.0,29,64,0.0,0,1,1,1,21.0
42,0,105.0,17,0,0.0,0,1,1,1,126.0
42,0,42.0,54,0,0.0,0,1,1,1,63.0
43,2,42.0,32,8,0.0,0,1,1,1,63.0
43,0,42.0,29,32,0.0,0,1,1,1,21.0
43,1,0.0,51,0,0.0,0,1,1,1,105.0
43,3,0.0,59,1,0.0,0,1,1,1,105.0
43,0,0.0,47,0,0.0,0,1,1,1,42.0
44,0,0.0,32,6,0.0,0,1,1,1,63.0
44,1,0.0,58,0,1953.0,0,1,1,1,126.0
45,0,63.0,31,0,0.0,0,1,1,1,42.0
45,0,105.0,47,3,0.0,0,1,1,1,42.0
46,1,0.0,13,2,21.0,0,1,1,1,21.0
46,2,0.0,13,1,21.0,0,1,1,1,21.0
46,4,0.0,3,0,63.0,0,1,1,1,21.0
46,7,0.0,4,5,0.0,0,1,1,1,21.0
46,5,0.0,14,0,21.0,0,1,1,1,21.0
46,8,0.0,11,1,42.0,0,1,1,1,21.0
47,5,0.0,43,3,0.0,0,1,1,1,42.0
47,1,0.0,43,1,0.0,0,1,1,1,42.0
47,3,21.0,29,62,0.0,0,1,1,1,21.0
47,4,21.0,29,60,0.0,0,1,1,1,21.0
47,0,0.0,29,61,0.0,0,1,1,1,21.0
47,2,0.0,46,9,0.0,0,1,1,1,21.0
48,0,0.0,57,0,777.0,0,1,1,1,63.0
48,4,42.0,52,11,0.0,0,1,1,1,21.0
48,4,21.0,29,65,0.0,0,1,1,1,21.0
48,2,0.0,18,0,63.0,0,1,1,1,63.0
48,1,0.0,58,0,1533.0,0,1,1,1,63.0
48,3,0.0,19,0,42.0,0,1,1,1,63.0
49,0,0.0,50,5,63.0,0,1,1,1,84.0
49,2,42.0,31,10,0.0,0,1,1,1,42.0
49,5,21.0,29,2,0.0,0,1,1,1,21.0
49,5,0.0,46,10,0.0,0,1,1,1,21.0
49,1,0.0,57,0,336.0,0,1,1,1,84.0
49,4,0.0,31,12,0.0,0,1,1,1,42.0
49,6,0.0,50,3,0.0,0,1,1,1,84.0
49,3,0.0,50,4,63.0,0,1,1,1,84.0
50,3,0.0,58,0,1386.0,0,1,1,1,147.0
50,0,63.0,49,2,0.0,0,1,1,1,84.0
50,5,0.0,57,0,840.0,0,1,1,1,147.0
50,1,0.0,49,5,0.0,0,1,1,1,84.0
50,2,0.0,49,4,0.0,0,1,1,1,84.0
50,2,84.0,29,16,0.0,0,1,1,1,21.0
50,0,42.0,29,17,0.0,0,1,1,1,21.0
50,1,84.0,29,19,0.0,0,1,1,1,21.0
50,4,0.0,39,0,1554.0,0,1,1,1,147.0
51,0,0.0,39,0,924.0,0,1,1,1,189.0
52,6,0.0,37,0,105.0,0,1,1,1,21.0
52,7,0.0,48,2,0.0,0,1,1,1,21.0
52,5,0.0,48,3,42.0,0,1,1,1,21.0
52,10,0.0,13,4,42.0,0,1,1,1,21.0
52,9,0.0,4,1,0.0,0,1,1,1,21.0
53,0,21.0,29,11,0.0,0,1,1,1,21.0
53,3,21.0,46,15,0.0,0,1,1,1,21.0
53,1,21.0,29,53,0.0,0,1,1,1,21.0
53,2,21.0,29,12,0.0,0,1,1,1,21.0
54,1,42.0,52,13,0.0,0,1,1,1,21.0
54,3,21.0,29,6,0.0,0,1,1,1,21.0
54,3,42.0,52,14,0.0,0,1,1,1,21.0
54,1,21.0,29,8,0.0,0,1,1,1,21.0
54,0,21.0,29,23,0.0,0,1,1,1,21.0
54,2,0.0,3,0,84.0,0,1,1,1,63.0
54,0,42.0,52,12,0.0,0,1,1,1,21.0
55,0,42.0,52,3,0.0,0,1,1,1,21.0
55,0,21.0,29,58,0.0,0,1,1,1,21.0
56,0,5628.0,38,0,0.0,0,1,1,1,42.0
56,0,0.0,15,0,42.0,0,1,1,1,5628.0
57,0,126.0,59,0,0.0,0,1,1,1,168.0
57,0,0.0,36,1,0.0,0,1,1,1,126.0
57,0,294.0,30,0,0.0,0,1,1,1,231.0
58,0,1869.0,32,1,0.0,0,1,1,1,63.0
58,0,2037.0,2,0,0.0,0,1,1,1,126.0
58,0,0.0,41,0,0.0,0,1,1,1,399.0
58,0,1533.0,31,1,0.0,0,1,1,1,42.0
58,0,1932.0,43,2,0.0,0,1,1,1,105.0
58,0,2163.0,36,0,0.0,0,1,1,1,126.0
58,0,1407.0,44,0,0.0,0,1,1,1,126.0
58,0,1302.0,0,0,0.0,0,1,1,1,105.0
58,0,1155.0,34,0,0.0,0,1,1,1,147.0
58,0,399.0,6,0,0.0,0,1,1,1,756.0
59,0,105.0,29,30,0.0,0,1,1,1,21.0
59,1,0.0,57,0,168.0,0,1,1,1,168.0
59,0,0.0,43,0,0.0,0,1,1,1,105.0
60,4,0.0,4,0,0.0,0,1,1,1,21.0
60,0,0.0,24,0,84.0,0,1,1,1,21.0
60,1,0.0,14,0,42.0,0,1,1,1,21.0
60,3,0.0,15,0,21.0,0,1,1,1,21.0
61,2,0.0,18,4,63.0,0,1,1,1,42.0
61,0,0.0,46,13,0.0,0,1,1,1,21.0
61,1,0.0,29,5,0.0,0,1,1,1,21.0
62,0,21.0,47,4,0.0,0,1,1,1,42.0
