group_0,partition_0,interface_position_0,group_1,partition_1,interface_position_1,unit_type,device_group,device_group_0,device_group_1,interface_qty
54,3,0.0,39,0,2625.0,1,1,1,1,63.0
56,0,0.0,1,0,0.0,1,1,1,1,105.0
56,0,399.0,20,1,0.0,1,1,1,1,168.0
56,0,105.0,18,2,0.0,1,1,1,1,168.0
56,0,273.0,11,0,0.0,1,1,1,1,126.0
58,0,0.0,15,0,357.0,1,1,1,1,8358.0
59,1,42.0,49,1,0.0,1,1,1,1,42.0
59,0,42.0,31,4,0.0,1,1,1,1,21.0
59,0,21.0,26,0,0.0,1,1,1,1,21.0
59,1,21.0,31,7,0.0,1,1,1,1,21.0
59,0,0.0,30,0,0.0,1,1,1,1,21.0
60,0,42.0,29,47,0.0,1,1,1,1,21.0
60,8,0.0,15,0,9114.0,1,1,1,1,84.0
60,1,0.0,20,0,84.0,1,1,1,1,84.0
60,0,63.0,31,19,0.0,1,1,1,1,21.0
60,6,21.0,29,28,0.0,1,1,1,1,21.0
60,3,0.0,56,0,672.0,1,1,1,1,84.0
60,5,0.0,29,21,0.0,1,1,1,1,21.0
60,6,0.0,31,9,0.0,1,1,1,1,21.0
61,1,0.0,31,15,0.0,1,1,1,1,21.0
61,1,21.0,29,25,0.0,1,1,1,1,21.0
61,0,0.0,31,14,0.0,1,1,1,1,21.0
61,0,21.0,29,24,0.0,1,1,1,1,21.0
61,2,0.0,13,2,63.0,1,1,1,1,84.0
62,0,0.0,23,0,0.0,1,1,1,1,84.0
