x1,x2,y1,y2,gi,gj
12.0,30.0,0.0,3.0,1.0,0.0
12.0,30.0,3.0,6.0,1.0,1.0
12.0,30.0,6.0,9.0,1.0,2.0
12.0,30.0,9.0,12.0,1.0,3.0
12.0,30.0,12.0,15.0,1.0,4.0
12.0,30.0,15.0,18.0,1.0,5.0
12.0,30.0,18.0,21.0,1.0,6.0
12.0,30.0,21.0,36.0,4.0,0.0
30.0,48.0,15.0,18.0,1.0,7.0
30.0,48.0,18.0,21.0,1.0,8.0
30.0,48.0,21.0,24.0,1.0,9.0
30.0,48.0,24.0,33.0,3.0,0.0
0.0,12.0,30.0,36.0,2.0,0.0
30.0,33.0,33.0,36.0,0.0,0.0
