group_0,partition_0,interface_position_0,group_1,partition_1,interface_position_1,unit_type,device_group,device_group_0,device_group_1,interface_qty
50,0,42.0,48,13,0.0,0,0,0,0,42.0
50,2,42.0,25,0,0.0,0,0,0,0,42.0
50,0,21.0,24,36,0.0,0,0,0,0,21.0
50,1,42.0,48,10,0.0,0,0,0,0,42.0
51,0,252.0,18,0,0.0,0,0,0,0,147.0
51,0,399.0,0,1,0.0,0,0,0,0,42.0
51,0,21.0,43,0,0.0,0,0,0,0,231.0
51,0,462.0,24,60,0.0,0,0,0,0,21.0
51,0,441.0,47,15,0.0,0,0,0,0,21.0
51,0,0.0,47,8,0.0,0,0,0,0,21.0
52,0,252.0,35,0,0.0,0,0,0,0,210.0
52,0,21.0,24,51,0.0,0,0,0,0,21.0
52,0,42.0,49,0,0.0,0,0,0,0,63.0
52,0,105.0,14,0,0.0,0,0,0,0,147.0
54,0,0.0,55,1,21.0,0,0,0,0,21.0
55,1,0.0,11,0,42.0,0,0,0,0,42.0
55,3,0.0,24,10,0.0,0,0,0,0,21.0
55,2,21.0,39,27,0.0,0,0,0,0,21.0
55,0,0.0,24,8,0.0,0,0,0,0,21.0
56,0,42.0,24,35,0.0,0,0,0,0,21.0
56,0,0.0,48,8,0.0,0,0,0,0,42.0
56,1,42.0,24,34,0.0,0,0,0,0,21.0
56,1,0.0,48,0,0.0,0,0,0,0,42.0
57,0,357.0,40,1,0.0,0,0,0,0,42.0
57,0,315.0,0,0,0.0,0,0,0,0,42.0
57,0,210.0,17,3,0.0,0,0,0,0,105.0
57,0,0.0,34,0,0.0,0,0,0,0,210.0
