area,x1,x2,y1,y2,x,y,color,label,dim_x,dim_y,dim_x_y_code,device_group,gi,gj
882.0,12894.0,12915.0,1701.0,1743.0,12904.5,1722.0,#acc2d9,1_10,21.0,42.0,21.0_42.0,0,25,3
882.0,12789.0,12810.0,8862.0,8904.0,12799.5,8883.0,#56ae57,1_13,21.0,42.0,21.0_42.0,1,31,16
882.0,3339.0,3360.0,8463.0,8505.0,3349.5,8484.0,#56ae57,1_15,21.0,42.0,21.0_42.0,1,31,17
882.0,3339.0,3360.0,8778.0,8820.0,3349.5,8799.0,#56ae57,1_11,21.0,42.0,21.0_42.0,1,31,18
882.0,12873.0,12894.0,2121.0,2163.0,12883.5,2142.0,#acc2d9,1_16,21.0,42.0,21.0_42.0,0,25,4
882.0,12621.0,12642.0,9114.0,9156.0,12631.5,9135.0,#56ae57,1_3,21.0,42.0,21.0_42.0,1,31,19
1323.0,14994.0,15057.0,10353.0,10374.0,15025.5,10363.5,#56ae57,4_23,63.0,21.0,63.0_21.0,1,52,0
1323.0,17409.0,17472.0,1386.0,1407.0,17440.5,1396.5,#acc2d9,4_33,63.0,21.0,63.0_21.0,0,47,0
1323.0,18963.0,19026.0,7812.0,7833.0,18994.5,7822.5,#acc2d9,4_28,63.0,21.0,63.0_21.0,0,47,1
1323.0,2247.0,2268.0,8463.0,8526.0,2257.5,8494.5,#56ae57,3_2,21.0,63.0,21.0_63.0,1,32,0
1323.0,18123.0,18186.0,1785.0,1806.0,18154.5,1795.5,#acc2d9,4_8,63.0,21.0,63.0_21.0,0,47,2
1323.0,15288.0,15351.0,10164.0,10185.0,15319.5,10174.5,#56ae57,4_34,63.0,21.0,63.0_21.0,1,52,1
1323.0,17094.0,17157.0,9009.0,9030.0,17125.5,9019.5,#acc2d9,4_5,63.0,21.0,63.0_21.0,0,47,3
1323.0,11718.0,11739.0,8484.0,8547.0,11728.5,8515.5,#56ae57,3_4,21.0,63.0,21.0_63.0,1,32,1
1323.0,15267.0,15330.0,189.0,210.0,15298.5,199.5,#acc2d9,4_6,63.0,21.0,63.0_21.0,0,47,4
1323.0,2541.0,2604.0,8106.0,8127.0,2572.5,8116.5,#56ae57,4_19,63.0,21.0,63.0_21.0,1,52,2
1323.0,16506.0,16569.0,882.0,903.0,16537.5,892.5,#acc2d9,4_12,63.0,21.0,63.0_21.0,0,47,5
1323.0,18669.0,18732.0,8001.0,8022.0,18700.5,8011.5,#acc2d9,4_2,63.0,21.0,63.0_21.0,0,47,6
1323.0,17934.0,17997.0,1680.0,1701.0,17965.5,1690.5,#acc2d9,4_16,63.0,21.0,63.0_21.0,0,47,7
1323.0,18501.0,18564.0,2436.0,2457.0,18532.5,2446.5,#acc2d9,4_9,63.0,21.0,63.0_21.0,0,47,8
1323.0,3444.0,3465.0,1680.0,1743.0,3454.5,1711.5,#56ae57,3_9,21.0,63.0,21.0_63.0,1,32,2
1323.0,17598.0,17661.0,1491.0,1512.0,17629.5,1501.5,#acc2d9,4_20,63.0,21.0,63.0_21.0,0,47,9
1323.0,18837.0,18900.0,2184.0,2205.0,18868.5,2194.5,#acc2d9,4_15,63.0,21.0,63.0_21.0,0,47,10
1323.0,16338.0,16401.0,9492.0,9513.0,16369.5,9502.5,#56ae57,4_22,63.0,21.0,63.0_21.0,1,52,3
1323.0,12621.0,12684.0,2394.0,2415.0,12652.5,2404.5,#acc2d9,4_32,63.0,21.0,63.0_21.0,0,47,11
1323.0,15813.0,15876.0,9828.0,9849.0,15844.5,9838.5,#56ae57,4_26,63.0,21.0,63.0_21.0,1,52,4
1323.0,12558.0,12621.0,8211.0,8232.0,12589.5,8221.5,#56ae57,4_30,63.0,21.0,63.0_21.0,1,52,5
1323.0,17220.0,17283.0,1281.0,1302.0,17251.5,1291.5,#acc2d9,4_27,63.0,21.0,63.0_21.0,0,47,12
1323.0,3171.0,3234.0,2331.0,2352.0,3202.5,2341.5,#56ae57,4_17,63.0,21.0,63.0_21.0,1,52,6
1323.0,12663.0,12726.0,1428.0,1449.0,12694.5,1438.5,#acc2d9,4_7,63.0,21.0,63.0_21.0,0,47,13
1323.0,12789.0,12810.0,8463.0,8526.0,12799.5,8494.5,#56ae57,3_5,21.0,63.0,21.0_63.0,1,32,3
1323.0,3087.0,3150.0,9114.0,9135.0,3118.5,9124.5,#56ae57,4_13,63.0,21.0,63.0_21.0,1,52,7
1323.0,15624.0,15687.0,9954.0,9975.0,15655.5,9964.5,#56ae57,4_10,63.0,21.0,63.0_21.0,1,52,8
1323.0,12516.0,12579.0,2436.0,2457.0,12547.5,2446.5,#56ae57,4_11,63.0,21.0,63.0_21.0,1,52,9
1323.0,3045.0,3108.0,8127.0,8148.0,3076.5,8137.5,#56ae57,4_0,63.0,21.0,63.0_21.0,1,52,10
1323.0,3444.0,3465.0,1974.0,2037.0,3454.5,2005.5,#56ae57,3_8,21.0,63.0,21.0_63.0,1,32,4
1323.0,17388.0,17451.0,8820.0,8841.0,17419.5,8830.5,#acc2d9,4_24,63.0,21.0,63.0_21.0,0,47,14
1323.0,18501.0,18564.0,1995.0,2016.0,18532.5,2005.5,#acc2d9,4_14,63.0,21.0,63.0_21.0,0,47,15
1323.0,16170.0,16233.0,693.0,714.0,16201.5,703.5,#acc2d9,4_4,63.0,21.0,63.0_21.0,0,47,16
1323.0,18312.0,18375.0,1890.0,1911.0,18343.5,1900.5,#acc2d9,4_18,63.0,21.0,63.0_21.0,0,47,17
1323.0,18144.0,18207.0,8337.0,8358.0,18175.5,8347.5,#acc2d9,4_1,63.0,21.0,63.0_21.0,0,47,18
1323.0,2268.0,2289.0,8820.0,8883.0,2278.5,8851.5,#56ae57,3_0,21.0,63.0,21.0_63.0,1,32,5
1323.0,2562.0,2625.0,1365.0,1386.0,2593.5,1375.5,#56ae57,4_3,63.0,21.0,63.0_21.0,1,52,11
1323.0,16044.0,16107.0,9681.0,9702.0,16075.5,9691.5,#56ae57,4_29,63.0,21.0,63.0_21.0,1,52,12
1323.0,17913.0,17976.0,8484.0,8505.0,17944.5,8494.5,#acc2d9,4_25,63.0,21.0,63.0_21.0,0,47,19
1323.0,11760.0,11781.0,8946.0,9009.0,11770.5,8977.5,#56ae57,3_7,21.0,63.0,21.0_63.0,1,32,6
1323.0,2436.0,2499.0,8169.0,8190.0,2467.5,8179.5,#56ae57,4_31,63.0,21.0,63.0_21.0,1,52,13
1323.0,11823.0,11844.0,1701.0,1764.0,11833.5,1732.5,#acc2d9,3_1,21.0,63.0,21.0_63.0,0,26,0
1323.0,3297.0,3318.0,8337.0,8400.0,3307.5,8368.5,#56ae57,3_6,21.0,63.0,21.0_63.0,1,32,7
1323.0,15519.0,15582.0,10017.0,10038.0,15550.5,10027.5,#56ae57,4_35,63.0,21.0,63.0_21.0,1,52,14
1323.0,15792.0,15855.0,483.0,504.0,15823.5,493.5,#acc2d9,4_21,63.0,21.0,63.0_21.0,0,47,20
1323.0,11760.0,11781.0,8379.0,8442.0,11770.5,8410.5,#56ae57,3_3,21.0,63.0,21.0_63.0,1,32,8
1764.0,12558.0,12642.0,9156.0,9177.0,12600.0,9166.5,#56ae57,7_7,84.0,21.0,84.0_21.0,1,60,0
1764.0,16632.0,16674.0,9303.0,9345.0,16653.0,9324.0,#acc2d9,6_10,42.0,42.0,42.0_42.0,0,40,0
1764.0,12453.0,12537.0,1344.0,1365.0,12495.0,1354.5,#acc2d9,7_5,84.0,21.0,84.0_21.0,0,54,0
1764.0,12432.0,12516.0,8148.0,8169.0,12474.0,8158.5,#56ae57,7_2,84.0,21.0,84.0_21.0,1,60,1
1764.0,12117.0,12201.0,9240.0,9261.0,12159.0,9250.5,#56ae57,7_6,84.0,21.0,84.0_21.0,1,60,2
1764.0,17031.0,17073.0,1155.0,1197.0,17052.0,1176.0,#acc2d9,6_6,42.0,42.0,42.0_42.0,0,40,1
1764.0,2919.0,3003.0,8085.0,8106.0,2961.0,8095.5,#56ae57,7_10,84.0,21.0,84.0_21.0,1,60,3
1764.0,11928.0,11970.0,2289.0,2331.0,11949.0,2310.0,#56ae57,6_16,42.0,42.0,42.0_42.0,1,47,0
1764.0,12327.0,12411.0,9240.0,9261.0,12369.0,9250.5,#56ae57,7_1,84.0,21.0,84.0_21.0,1,60,4
1764.0,2646.0,2730.0,2373.0,2394.0,2688.0,2383.5,#56ae57,7_9,84.0,21.0,84.0_21.0,1,60,5
1764.0,2520.0,2604.0,2310.0,2331.0,2562.0,2320.5,#56ae57,7_8,84.0,21.0,84.0_21.0,1,60,6
1764.0,15141.0,15225.0,126.0,147.0,15183.0,136.5,#acc2d9,7_0,84.0,21.0,84.0_21.0,0,54,1
1764.0,16044.0,16086.0,609.0,651.0,16065.0,630.0,#acc2d9,6_8,42.0,42.0,42.0_42.0,0,40,2
1764.0,11823.0,11844.0,9030.0,9114.0,11833.5,9072.0,#56ae57,5_0,21.0,84.0,21.0_84.0,1,33,0
1764.0,16926.0,16968.0,9114.0,9156.0,16947.0,9135.0,#acc2d9,6_11,42.0,42.0,42.0_42.0,0,40,3
1764.0,17682.0,17724.0,8631.0,8673.0,17703.0,8652.0,#acc2d9,6_12,42.0,42.0,42.0_42.0,0,40,4
1764.0,18564.0,18606.0,8064.0,8106.0,18585.0,8085.0,#acc2d9,6_7,42.0,42.0,42.0_42.0,0,40,5
1764.0,19257.0,19299.0,7623.0,7665.0,19278.0,7644.0,#acc2d9,6_1,42.0,42.0,42.0_42.0,0,40,6
1764.0,16380.0,16422.0,798.0,840.0,16401.0,819.0,#acc2d9,6_5,42.0,42.0,42.0_42.0,0,40,7
1764.0,19173.0,19215.0,2352.0,2394.0,19194.0,2373.0,#acc2d9,6_9,42.0,42.0,42.0_42.0,0,40,8
1764.0,12684.0,12726.0,9051.0,9093.0,12705.0,9072.0,#56ae57,6_13,42.0,42.0,42.0_42.0,1,47,1
1764.0,12033.0,12075.0,2373.0,2415.0,12054.0,2394.0,#56ae57,6_14,42.0,42.0,42.0_42.0,1,47,2
1764.0,2289.0,2331.0,8316.0,8358.0,2310.0,8337.0,#56ae57,6_2,42.0,42.0,42.0_42.0,1,47,3
1764.0,12159.0,12243.0,2436.0,2457.0,12201.0,2446.5,#56ae57,7_4,84.0,21.0,84.0_21.0,1,60,7
1764.0,15708.0,15750.0,9891.0,9933.0,15729.0,9912.0,#56ae57,6_15,42.0,42.0,42.0_42.0,1,47,4
1764.0,12117.0,12201.0,8127.0,8148.0,12159.0,8137.5,#56ae57,7_3,84.0,21.0,84.0_21.0,1,60,8
1764.0,3297.0,3339.0,2247.0,2289.0,3318.0,2268.0,#56ae57,6_4,42.0,42.0,42.0_42.0,1,47,5
1764.0,16842.0,16884.0,1050.0,1092.0,16863.0,1071.0,#acc2d9,6_3,42.0,42.0,42.0_42.0,0,40,9
1764.0,16275.0,16317.0,735.0,777.0,16296.0,756.0,#acc2d9,6_0,42.0,42.0,42.0_42.0,0,40,10
2205.0,12915.0,12936.0,1953.0,2058.0,12925.5,2005.5,#acc2d9,8_2,21.0,105.0,21.0_105.0,0,21,0
2205.0,11823.0,11844.0,2058.0,2163.0,11833.5,2110.5,#56ae57,8_1,21.0,105.0,21.0_105.0,1,26,0
2205.0,2352.0,2373.0,1617.0,1722.0,2362.5,1669.5,#56ae57,8_0,21.0,105.0,21.0_105.0,1,26,1
2646.0,12159.0,12285.0,1344.0,1365.0,12222.0,1354.5,#acc2d9,12_0,126.0,21.0,126.0_21.0,0,5,0
2646.0,16695.0,16758.0,987.0,1029.0,16726.5,1008.0,#acc2d9,11_15,63.0,42.0,63.0_42.0,0,48,0
2646.0,19131.0,19194.0,7686.0,7728.0,19162.5,7707.0,#acc2d9,11_13,63.0,42.0,63.0_42.0,0,48,1
2646.0,15162.0,15225.0,10227.0,10269.0,15193.5,10248.0,#56ae57,11_14,63.0,42.0,63.0_42.0,1,53,0
2646.0,17262.0,17325.0,8883.0,8925.0,17293.5,8904.0,#acc2d9,11_3,63.0,42.0,63.0_42.0,0,48,2
2646.0,15750.0,15792.0,441.0,504.0,15771.0,472.5,#acc2d9,10_4,42.0,63.0,42.0_63.0,0,41,0
2646.0,15603.0,15666.0,378.0,420.0,15634.5,399.0,#acc2d9,11_18,63.0,42.0,63.0_42.0,0,48,3
2646.0,16800.0,16863.0,9177.0,9219.0,16831.5,9198.0,#acc2d9,11_12,63.0,42.0,63.0_42.0,0,48,4
2646.0,3423.0,3465.0,1617.0,1680.0,3444.0,1648.5,#56ae57,10_5,42.0,63.0,42.0_63.0,1,48,0
2646.0,16149.0,16212.0,9597.0,9639.0,16180.5,9618.0,#56ae57,11_11,63.0,42.0,63.0_42.0,1,53,1
2646.0,12810.0,12831.0,8778.0,8904.0,12820.5,8841.0,#56ae57,9_1,21.0,126.0,21.0_126.0,1,27,0
2646.0,17787.0,17850.0,1596.0,1638.0,17818.5,1617.0,#acc2d9,11_10,63.0,42.0,63.0_42.0,0,48,5
2646.0,18249.0,18312.0,8253.0,8295.0,18280.5,8274.0,#acc2d9,11_1,63.0,42.0,63.0_42.0,0,48,6
2646.0,3318.0,3360.0,8820.0,8883.0,3339.0,8851.5,#56ae57,10_8,42.0,63.0,42.0_63.0,1,48,1
2646.0,18375.0,18438.0,8169.0,8211.0,18406.5,8190.0,#acc2d9,11_17,63.0,42.0,63.0_42.0,0,48,7
2646.0,19026.0,19089.0,2289.0,2331.0,19057.5,2310.0,#acc2d9,11_0,63.0,42.0,63.0_42.0,0,48,8
2646.0,18690.0,18753.0,2100.0,2142.0,18721.5,2121.0,#acc2d9,11_2,63.0,42.0,63.0_42.0,0,48,9
2646.0,11823.0,11886.0,8253.0,8295.0,11854.5,8274.0,#56ae57,11_16,63.0,42.0,63.0_42.0,1,53,2
2646.0,2562.0,2688.0,9177.0,9198.0,2625.0,9187.5,#56ae57,12_2,126.0,21.0,126.0_21.0,1,8,0
2646.0,2919.0,3045.0,9177.0,9198.0,2982.0,9187.5,#56ae57,12_1,126.0,21.0,126.0_21.0,1,8,1
2646.0,18837.0,18900.0,7875.0,7917.0,18868.5,7896.0,#acc2d9,11_7,63.0,42.0,63.0_42.0,0,48,10
2646.0,16506.0,16569.0,9366.0,9408.0,16537.5,9387.0,#acc2d9,11_9,63.0,42.0,63.0_42.0,0,48,11
2646.0,3150.0,3192.0,9072.0,9135.0,3171.0,9103.5,#56ae57,10_3,42.0,63.0,42.0_63.0,1,48,2
2646.0,12621.0,12663.0,8211.0,8274.0,12642.0,8242.5,#56ae57,10_9,42.0,63.0,42.0_63.0,1,48,3
2646.0,12852.0,12894.0,2163.0,2226.0,12873.0,2194.5,#acc2d9,10_7,42.0,63.0,42.0_63.0,0,41,1
2646.0,11949.0,12012.0,8169.0,8211.0,11980.5,8190.0,#56ae57,11_6,63.0,42.0,63.0_42.0,1,53,3
2646.0,15456.0,15519.0,294.0,336.0,15487.5,315.0,#acc2d9,11_8,63.0,42.0,63.0_42.0,0,48,12
2646.0,12768.0,12810.0,2289.0,2352.0,12789.0,2320.5,#acc2d9,10_6,42.0,63.0,42.0_63.0,0,41,2
2646.0,2247.0,2268.0,8757.0,8883.0,2257.5,8820.0,#56ae57,9_0,21.0,126.0,21.0_126.0,1,27,1
2646.0,17556.0,17619.0,8694.0,8736.0,17587.5,8715.0,#acc2d9,11_5,63.0,42.0,63.0_42.0,0,48,13
2646.0,12726.0,12768.0,1428.0,1491.0,12747.0,1459.5,#acc2d9,10_0,42.0,63.0,42.0_63.0,0,41,3
2646.0,2520.0,2562.0,1365.0,1428.0,2541.0,1396.5,#56ae57,10_2,42.0,63.0,42.0_63.0,1,48,4
2646.0,2667.0,2793.0,1302.0,1323.0,2730.0,1312.5,#56ae57,12_4,126.0,21.0,126.0_21.0,1,8,2
2646.0,18018.0,18081.0,8400.0,8442.0,18049.5,8421.0,#acc2d9,11_4,63.0,42.0,63.0_42.0,0,48,14
2646.0,2352.0,2394.0,2037.0,2100.0,2373.0,2068.5,#56ae57,10_1,42.0,63.0,42.0_63.0,1,48,5
2646.0,3024.0,3150.0,1302.0,1323.0,3087.0,1312.5,#56ae57,12_3,126.0,21.0,126.0_21.0,1,8,3
3087.0,12915.0,12936.0,1701.0,1848.0,12925.5,1774.5,#acc2d9,13_1,21.0,147.0,21.0_147.0,0,22,0
3087.0,12810.0,12831.0,8463.0,8610.0,12820.5,8536.5,#56ae57,13_0,21.0,147.0,21.0_147.0,1,28,0
3087.0,2541.0,2688.0,8085.0,8106.0,2614.5,8095.5,#56ae57,14_0,147.0,21.0,147.0_21.0,1,12,0
3528.0,3360.0,3402.0,1470.0,1554.0,3381.0,1512.0,#56ae57,16_1,42.0,84.0,42.0_84.0,1,49,0
3528.0,11802.0,11823.0,1701.0,1869.0,11812.5,1785.0,#acc2d9,15_0,21.0,168.0,21.0_168.0,0,23,0
3528.0,12348.0,12516.0,8127.0,8148.0,12432.0,8137.5,#56ae57,18_1,168.0,21.0,168.0_21.0,1,20,0
3528.0,3423.0,3465.0,2037.0,2121.0,3444.0,2079.0,#56ae57,16_0,42.0,84.0,42.0_84.0,1,49,1
3528.0,2646.0,2814.0,2394.0,2415.0,2730.0,2404.5,#56ae57,18_0,168.0,21.0,168.0_21.0,1,20,1
3528.0,2415.0,2457.0,1470.0,1554.0,2436.0,1512.0,#56ae57,16_2,42.0,84.0,42.0_84.0,1,49,2
3528.0,14994.0,15078.0,42.0,84.0,15036.0,63.0,#acc2d9,17_1,84.0,42.0,84.0_42.0,0,55,0
3528.0,11928.0,12012.0,9177.0,9219.0,11970.0,9198.0,#56ae57,17_0,84.0,42.0,84.0_42.0,1,61,0
3528.0,2415.0,2499.0,9093.0,9135.0,2457.0,9114.0,#56ae57,17_6,84.0,42.0,84.0_42.0,1,61,1
3528.0,12537.0,12621.0,1344.0,1386.0,12579.0,1365.0,#acc2d9,17_3,84.0,42.0,84.0_42.0,0,55,1
3528.0,3213.0,3297.0,1365.0,1407.0,3255.0,1386.0,#56ae57,17_2,84.0,42.0,84.0_42.0,1,61,2
3528.0,12726.0,12768.0,8316.0,8400.0,12747.0,8358.0,#56ae57,16_7,42.0,84.0,42.0_84.0,1,49,3
3528.0,11991.0,12075.0,1407.0,1449.0,12033.0,1428.0,#acc2d9,17_4,84.0,42.0,84.0_42.0,0,55,2
3528.0,2310.0,2352.0,8946.0,9030.0,2331.0,8988.0,#56ae57,16_5,42.0,84.0,42.0_84.0,1,49,4
3528.0,2415.0,2457.0,2163.0,2247.0,2436.0,2205.0,#56ae57,16_4,42.0,84.0,42.0_84.0,1,49,5
3528.0,12831.0,12873.0,1533.0,1617.0,12852.0,1575.0,#acc2d9,16_3,42.0,84.0,42.0_84.0,0,42,0
3528.0,3255.0,3297.0,8946.0,9030.0,3276.0,8988.0,#56ae57,16_6,42.0,84.0,42.0_84.0,1,49,6
3528.0,15897.0,15981.0,546.0,588.0,15939.0,567.0,#acc2d9,17_5,84.0,42.0,84.0_42.0,0,55,3
3969.0,17850.0,17913.0,8484.0,8547.0,17881.5,8515.5,#acc2d9,19_3,63.0,63.0,63.0_63.0,0,49,0
3969.0,15981.0,16044.0,9681.0,9744.0,16012.5,9712.5,#56ae57,19_4,63.0,63.0,63.0_63.0,1,54,0
3969.0,2373.0,2436.0,8169.0,8232.0,2404.5,8200.5,#56ae57,19_2,63.0,63.0,63.0_63.0,1,54,1
3969.0,3192.0,3255.0,8190.0,8253.0,3223.5,8221.5,#56ae57,19_1,63.0,63.0,63.0_63.0,1,54,2
3969.0,15456.0,15519.0,10017.0,10080.0,15487.5,10048.5,#56ae57,19_0,63.0,63.0,63.0_63.0,1,54,3
4410.0,17031.0,17136.0,1197.0,1239.0,17083.5,1218.0,#acc2d9,21_11,105.0,42.0,105.0_42.0,0,0,0
4410.0,11886.0,11928.0,2226.0,2331.0,11907.0,2278.5,#56ae57,20_1,42.0,105.0,42.0_105.0,1,43,0
4410.0,18501.0,18606.0,2016.0,2058.0,18553.5,2037.0,#acc2d9,21_9,105.0,42.0,105.0_42.0,0,0,1
4410.0,12726.0,12768.0,8988.0,9093.0,12747.0,9040.5,#56ae57,20_3,42.0,105.0,42.0_105.0,1,43,1
4410.0,12411.0,12516.0,9219.0,9261.0,12463.5,9240.0,#56ae57,21_8,105.0,42.0,105.0_42.0,1,4,0
4410.0,12579.0,12684.0,2415.0,2457.0,12631.5,2436.0,#56ae57,21_7,105.0,42.0,105.0_42.0,1,4,1
4410.0,17220.0,17325.0,1302.0,1344.0,17272.5,1323.0,#acc2d9,21_6,105.0,42.0,105.0_42.0,0,0,2
4410.0,19173.0,19278.0,2394.0,2436.0,19225.5,2415.0,#acc2d9,21_5,105.0,42.0,105.0_42.0,0,0,3
4410.0,11718.0,11760.0,8379.0,8484.0,11739.0,8431.5,#56ae57,20_0,42.0,105.0,42.0_105.0,1,43,2
4410.0,17409.0,17514.0,1407.0,1449.0,17461.5,1428.0,#acc2d9,21_3,105.0,42.0,105.0_42.0,0,0,4
4410.0,15288.0,15393.0,10122.0,10164.0,15340.5,10143.0,#56ae57,21_21,105.0,42.0,105.0_42.0,1,4,2
4410.0,3339.0,3381.0,2184.0,2289.0,3360.0,2236.5,#56ae57,20_2,42.0,105.0,42.0_105.0,1,43,3
4410.0,17094.0,17199.0,8967.0,9009.0,17146.5,8988.0,#acc2d9,21_20,105.0,42.0,105.0_42.0,0,0,5
4410.0,16926.0,17031.0,9072.0,9114.0,16978.5,9093.0,#acc2d9,21_4,105.0,42.0,105.0_42.0,0,0,6
4410.0,15813.0,15918.0,9786.0,9828.0,15865.5,9807.0,#56ae57,21_19,105.0,42.0,105.0_42.0,1,4,3
4410.0,16842.0,16947.0,1092.0,1134.0,16894.5,1113.0,#acc2d9,21_2,105.0,42.0,105.0_42.0,0,0,7
4410.0,17682.0,17787.0,8589.0,8631.0,17734.5,8610.0,#acc2d9,21_1,105.0,42.0,105.0_42.0,0,0,8
4410.0,18963.0,19068.0,7770.0,7812.0,19015.5,7791.0,#acc2d9,21_10,105.0,42.0,105.0_42.0,0,0,9
4410.0,17598.0,17703.0,1512.0,1554.0,17650.5,1533.0,#acc2d9,21_12,105.0,42.0,105.0_42.0,0,0,10
4410.0,17934.0,18039.0,1701.0,1743.0,17986.5,1722.0,#acc2d9,21_13,105.0,42.0,105.0_42.0,0,0,11
4410.0,18312.0,18417.0,1911.0,1953.0,18364.5,1932.0,#acc2d9,21_0,105.0,42.0,105.0_42.0,0,0,12
4410.0,18123.0,18228.0,1806.0,1848.0,18175.5,1827.0,#acc2d9,21_15,105.0,42.0,105.0_42.0,0,0,13
4410.0,14994.0,15099.0,10311.0,10353.0,15046.5,10332.0,#56ae57,21_16,105.0,42.0,105.0_42.0,1,4,4
4410.0,16338.0,16443.0,9450.0,9492.0,16390.5,9471.0,#acc2d9,21_17,105.0,42.0,105.0_42.0,0,0,14
4410.0,15267.0,15372.0,210.0,252.0,15319.5,231.0,#acc2d9,21_18,105.0,42.0,105.0_42.0,0,0,15
4410.0,3129.0,3234.0,2352.0,2394.0,3181.5,2373.0,#56ae57,21_14,105.0,42.0,105.0_42.0,1,4,5
4851.0,11802.0,11823.0,1932.0,2163.0,11812.5,2047.5,#56ae57,22_0,21.0,231.0,21.0_231.0,1,30,0
5292.0,18375.0,18501.0,8127.0,8169.0,18438.0,8148.0,#acc2d9,26_1,126.0,42.0,126.0_42.0,0,7,0
5292.0,11718.0,11760.0,8883.0,9009.0,11739.0,8946.0,#56ae57,23_0,42.0,126.0,42.0_126.0,1,44,0
5292.0,3318.0,3360.0,8337.0,8463.0,3339.0,8400.0,#56ae57,23_1,42.0,126.0,42.0_126.0,1,44,1
5292.0,17493.0,17556.0,8694.0,8778.0,17524.5,8736.0,#acc2d9,24_0,63.0,84.0,63.0_84.0,0,50,0
5292.0,18774.0,18837.0,7875.0,7959.0,18805.5,7917.0,#acc2d9,24_1,63.0,84.0,63.0_84.0,0,50,1
5292.0,11865.0,11928.0,1512.0,1596.0,11896.5,1554.0,#acc2d9,24_2,63.0,84.0,63.0_84.0,0,50,2
5292.0,16737.0,16800.0,9177.0,9261.0,16768.5,9219.0,#acc2d9,24_3,63.0,84.0,63.0_84.0,0,50,3
5292.0,15624.0,15708.0,9891.0,9954.0,15666.0,9922.5,#56ae57,25_0,84.0,63.0,84.0_63.0,1,62,0
5292.0,12033.0,12159.0,2415.0,2457.0,12096.0,2436.0,#56ae57,26_2,126.0,42.0,126.0_42.0,1,10,0
5292.0,16149.0,16275.0,9555.0,9597.0,16212.0,9576.0,#56ae57,26_0,126.0,42.0,126.0_42.0,1,10,1
6174.0,2247.0,2289.0,8316.0,8463.0,2268.0,8389.5,#56ae57,27_0,42.0,147.0,42.0_147.0,1,45,0
6615.0,18564.0,18669.0,8001.0,8064.0,18616.5,8032.5,#acc2d9,28_0,105.0,63.0,105.0_63.0,0,1,0
6615.0,16170.0,16275.0,714.0,777.0,16222.5,745.5,#acc2d9,28_1,105.0,63.0,105.0_63.0,0,1,1
7056.0,18942.0,19026.0,2247.0,2331.0,18984.0,2289.0,#acc2d9,30_0,84.0,84.0,84.0_84.0,0,56,0
7056.0,16611.0,16695.0,945.0,1029.0,16653.0,987.0,#acc2d9,30_1,84.0,84.0,84.0_84.0,0,56,1
7056.0,11949.0,12117.0,8127.0,8169.0,12033.0,8148.0,#56ae57,31_0,168.0,42.0,168.0_42.0,1,21,0
7056.0,12894.0,12936.0,2058.0,2226.0,12915.0,2142.0,#acc2d9,29_0,42.0,168.0,42.0_168.0,0,38,0
7938.0,19131.0,19257.0,7623.0,7686.0,19194.0,7654.5,#acc2d9,32_1,126.0,63.0,126.0_63.0,0,8,0
7938.0,18018.0,18144.0,8337.0,8400.0,18081.0,8368.5,#acc2d9,32_2,126.0,63.0,126.0_63.0,0,8,1
7938.0,11928.0,12117.0,9219.0,9261.0,12022.5,9240.0,#56ae57,33_0,189.0,42.0,189.0_42.0,1,25,0
7938.0,16380.0,16506.0,840.0,903.0,16443.0,871.5,#acc2d9,32_0,126.0,63.0,126.0_63.0,0,8,2
7938.0,16506.0,16632.0,9303.0,9366.0,16569.0,9334.5,#acc2d9,32_3,126.0,63.0,126.0_63.0,0,8,3
7938.0,17262.0,17388.0,8820.0,8883.0,17325.0,8851.5,#acc2d9,32_4,126.0,63.0,126.0_63.0,0,8,4
9261.0,14994.0,15141.0,84.0,147.0,15067.5,115.5,#acc2d9,35_1,147.0,63.0,147.0_63.0,0,10,0
9261.0,2352.0,2415.0,1470.0,1617.0,2383.5,1543.5,#56ae57,34_2,63.0,147.0,63.0_147.0,1,50,0
9261.0,2352.0,2415.0,2100.0,2247.0,2383.5,2173.5,#56ae57,34_1,63.0,147.0,63.0_147.0,1,50,1
9261.0,2247.0,2310.0,8883.0,9030.0,2278.5,8956.5,#56ae57,34_3,63.0,147.0,63.0_147.0,1,50,2
9261.0,3297.0,3360.0,8883.0,9030.0,3328.5,8956.5,#56ae57,34_4,63.0,147.0,63.0_147.0,1,50,3
9261.0,12768.0,12831.0,8316.0,8463.0,12799.5,8389.5,#56ae57,34_0,63.0,147.0,63.0_147.0,1,50,4
9261.0,2520.0,2667.0,1302.0,1365.0,2593.5,1333.5,#56ae57,35_5,147.0,63.0,147.0_63.0,1,13,0
9261.0,18690.0,18837.0,2142.0,2205.0,18763.5,2173.5,#acc2d9,35_4,147.0,63.0,147.0_63.0,0,10,1
9261.0,3045.0,3192.0,9135.0,9198.0,3118.5,9166.5,#56ae57,35_7,147.0,63.0,147.0_63.0,1,13,1
9261.0,3402.0,3465.0,1470.0,1617.0,3433.5,1543.5,#56ae57,34_5,63.0,147.0,63.0_147.0,1,50,5
9261.0,3150.0,3297.0,1302.0,1365.0,3223.5,1333.5,#56ae57,35_0,147.0,63.0,147.0_63.0,1,13,2
